time_ns,i_data,i_valid,o_valid,o_data
9446.000,45486,1,1,39611
9456.000,45743,1,1,39575
9466.000,46000,1,1,39531
9476.000,46257,1,1,39478
9486.000,46514,1,1,39416
9496.000,46771,1,1,39345
9506.000,47028,1,1,39266
9516.000,47285,1,1,39178
9526.000,47542,1,1,39080
9536.000,47799,1,1,38973
9546.000,48056,1,1,38857
9556.000,48313,1,1,38732
9566.000,48570,1,1,38597
9576.000,48827,1,1,38453
9586.000,49084,1,1,38298
9596.000,49341,1,1,38135
9606.000,49598,1,1,37961
9616.000,49855,1,1,37777
9626.000,50112,1,1,37584
9636.000,50369,1,1,37380
9646.000,50626,1,1,37166
9656.000,50883,1,1,36941
9666.000,51140,1,1,36706
9676.000,51397,1,1,36461
9686.000,51654,1,1,36205
9696.000,51911,1,1,35939
9706.000,52168,1,1,35661
9716.000,52425,1,1,35373
9726.000,52682,1,1,35074
9736.000,52939,1,1,34763
9746.000,53196,1,1,34442
9756.000,53453,1,1,34109
9766.000,53710,1,1,33765
9776.000,53967,1,1,33409
9786.000,54224,1,1,33042
9796.000,54481,1,1,32663
9806.000,54738,1,1,32273
9816.000,54995,1,1,31871
9826.000,55252,1,1,31456
9836.000,55509,1,1,31030
9846.000,55766,1,1,30592
9856.000,56023,1,1,30141
9866.000,56280,1,1,29678
9876.000,56537,1,1,29203
9886.000,56794,1,1,28715
9896.000,57051,1,1,28215
9906.000,57308,1,1,27702
9916.000,57565,1,1,27176
9926.000,57822,1,1,26638
9936.000,58079,1,1,26086
9946.000,58336,1,1,25522
9956.000,58593,1,1,24944
9966.000,58850,1,1,24353
9976.000,59107,1,1,23748
9986.000,59364,1,1,23131
9996.000,59621,1,1,22499
10006.000,59878,1,1,21854
10016.000,60135,1,1,21196
10026.000,60392,1,1,20523
10036.000,60649,1,1,19837
10046.000,60906,1,1,19137
10056.000,61163,1,1,18422
10066.000,61420,1,1,17694
10076.000,61677,1,1,16951
10086.000,61934,1,1,16194
10096.000,62191,1,1,15422
10106.000,62448,1,1,14636
10116.000,62705,1,1,13835
10126.000,62962,1,1,13019
10136.000,63219,1,1,12189
10146.000,63476,1,1,11343
10156.000,63733,1,1,10483
10166.000,63990,1,1,9607
10176.000,64247,1,1,8717
10186.000,64504,1,1,7811
10196.000,64761,1,1,6889
10206.000,65018,1,1,5952
10216.000,65275,1,1,5000
10226.000,65532,1,1,4031
10236.000,253,1,1,11
10246.000,510,1,1,15
10256.000,767,1,1,11
10266.000,767,0,0,11
